temperature_celsius,humidity_percent,pressure_hpa,wind_speed_kmh,precipitation_mm,solar_radiation_wm2,soil_moisture_percent,air_quality_index,noise_level_db,traffic_count
21.0,48.7,930.0,-26.8,0.0,1890.0,0.0,0.0,-562.2,10866.0
26.0,65.2,933.0,-31.2,0.0,2218.0,0.0,699.0,300.0,0.0
30.0,72.3,1063.0,31.2,17.4,0.0,63.5,3079.0,1263.9,0.0
20.2,45.3,1000.0,8.4,3.8,373.0,28.3,2241.0,907.0,0.0
23.2,51.7,838.0,-74.1,0.0,3738.0,0.0,2071.0,845.9,0.0
27.3,69.9,871.0,-64.5,0.0,3636.0,0.0,0.0,-171.2,1923.0
26.2,63.4,992.0,-2.4,0.0,1054.0,9.5,1729.0,713.9,0.0
24.4,56.4,991.0,-0.7,0.0,924.0,11.5,0.0,-472.1,10276.0
16.0,38.3,972.0,-3.7,0.0,741.0,9.0,0.0,-1217.8,24801.0
14.8,31.3,1030.0,27.2,15.3,0.0,57.3,0.0,-469.5,11005.0
26.0,60.9,1077.0,40.9,23.7,0.0,81.0,2615.0,1068.9,0.0
30.2,74.9,1092.0,45.4,25.6,0.0,86.0,2785.0,1144.7,0.0
28.8,71.5,1291.0,146.0,87.0,0.0,100.0,0.0,-82.7,8539.0
24.7,56.4,1199.0,105.0,61.8,0.0,100.0,2545.0,1036.7,0.0
20.0,47.3,1009.0,14.3,7.8,135.0,38.6,973.0,398.5,0.0
20.7,47.3,1052.0,33.1,19.0,0.0,67.8,386.0,165.4,0.0
17.3,39.8,1125.0,73.2,43.0,0.0,100.0,1477.0,599.5,0.0
29.0,68.8,910.0,-44.7,0.0,2827.0,0.0,0.0,-529.8,9894.0
20.1,46.1,1097.0,58.0,32.7,0.0,100.0,4810.0,1934.1,0.0
32.4,77.1,990.0,-7.3,0.0,1451.0,3.3,0.0,-1155.9,23995.0
24.1,56.2,891.0,-49.7,0.0,2854.0,0.0,0.0,-1286.8,24607.0
17.4,37.9,888.0,-44.8,0.0,2401.0,0.0,2773.0,1114.4,0.0
23.6,55.6,1074.0,42.9,24.6,0.0,81.8,3453.0,1399.6,0.0
30.0,74.4,1048.0,22.7,12.3,167.0,51.2,598.0,270.4,0.0
22.0,48.2,864.0,-61.5,0.0,3159.0,0.0,0.0,-219.2,2713.0
22.0,51.1,958.0,-14.8,0.0,1389.0,0.0,2432.0,987.8,0.0
31.0,75.6,929.0,-37.2,0.0,2570.0,0.0,0.0,-1029.7,20198.0
27.7,67.2,965.0,-16.9,0.0,1689.0,0.0,0.0,-348.7,7373.0
24.3,59.6,996.0,2.5,0.0,798.0,18.4,0.0,-25.3,1492.0
29.8,73.3,1121.0,60.0,35.0,0.0,100.0,4442.0,1803.5,0.0
19.7,43.9,1130.0,73.9,43.3,0.0,100.0,745.0,307.8,0.0
17.5,37.0,1078.0,49.9,28.4,0.0,91.5,3623.0,1455.1,0.0
22.2,51.5,924.0,-30.8,0.0,2040.0,0.0,0.0,-1754.7,34595.0
23.7,57.4,929.0,-31.7,0.0,2116.0,0.0,4650.0,1878.9,0.0
23.1,53.1,938.0,-25.6,0.0,1803.0,0.0,0.0,-149.6,2778.0
20.3,44.0,969.0,-7.4,0.0,995.0,3.9,2003.0,811.1,0.0
29.2,73.8,985.0,-8.1,0.0,1388.0,0.0,0.0,-417.0,9106.0
27.7,70.4,1128.0,63.4,37.5,0.0,100.0,168.0,91.1,1760.0
28.6,72.6,1042.0,20.9,11.6,187.0,48.6,3530.0,1442.4,0.0
22.9,54.8,906.0,-40.4,0.0,2460.0,0.0,0.0,-257.3,4305.0
33.9,87.5,889.0,-62.2,0.0,3692.0,0.0,4516.0,1846.6,0.0
27.9,68.2,1073.0,37.1,20.7,0.0,72.9,0.0,-703.7,16601.0
22.2,50.5,929.0,-29.8,0.0,1909.0,0.0,0.0,-549.4,10585.0
19.5,41.4,1151.0,85.8,50.3,0.0,100.0,1404.0,569.9,0.0
19.7,47.7,1079.0,48.6,28.0,0.0,91.4,0.0,-1274.9,28139.0
30.2,72.0,1173.0,84.9,50.2,0.0,100.0,4810.0,1954.2,0.0
22.8,51.6,1096.0,54.3,31.9,0.0,99.9,0.0,-2934.8,61705.0
22.8,53.9,1142.0,77.8,45.5,0.0,100.0,0.0,-1540.3,34727.0
17.4,34.7,955.0,-11.3,0.0,1031.0,0.0,262.0,110.0,0.0
17.5,38.1,846.0,-66.2,0.0,3203.0,0.0,0.0,-352.0,4946.0
16.9,37.7,967.0,-6.2,0.0,889.0,2.5,0.0,-592.0,12185.0
26.0,64.1,997.0,0.9,0.0,903.0,14.4,0.0,-103.6,3015.0
19.1,42.4,1071.0,44.4,25.7,0.0,85.5,0.0,-957.1,21576.0
16.2,36.3,1004.0,13.1,7.2,29.0,36.1,543.0,222.5,0.0
24.6,59.9,937.0,-27.7,0.0,2036.0,0.0,3036.0,1234.5,0.0
26.9,62.5,1085.0,46.0,26.3,0.0,89.0,10.0,24.6,2257.0
23.1,53.5,952.0,-18.2,0.0,1590.0,0.0,0.0,-1031.7,20707.0
31.1,78.7,1103.0,48.6,28.2,0.0,90.9,4539.0,1848.5,0.0
14.3,30.1,900.0,-37.4,0.0,1975.0,0.0,0.0,-18.2,0.0
33.0,84.1,1209.0,99.4,59.2,0.0,100.0,1567.0,661.8,0.0
17.7,40.0,912.0,-33.0,0.0,1947.0,0.0,0.0,-927.1,17807.0
26.2,62.2,1069.0,37.8,21.4,0.0,74.9,1857.0,764.7,0.0
21.4,54.0,1077.0,44.7,25.7,0.0,86.6,3235.0,1307.9,0.0
37.5,95.5,992.0,-12.7,0.0,1929.0,0.0,5205.0,2127.3,0.0
28.2,71.2,995.0,-2.8,0.0,1132.0,9.8,691.0,303.8,0.0
23.1,56.5,990.0,0.8,0.0,825.0,14.1,216.0,104.2,0.0
27.0,67.3,1046.0,23.5,13.6,0.0,53.5,2625.0,1074.7,0.0
23.5,61.2,1006.0,7.4,2.5,637.0,25.6,0.0,-7.1,1311.0
31.8,81.2,1150.0,71.3,42.3,0.0,100.0,4054.0,1654.5,0.0
22.0,51.5,1083.0,46.8,26.9,0.0,89.1,0.0,-103.9,4739.0
29.2,74.4,1208.0,103.0,60.3,0.0,100.0,3274.0,1339.8,0.0
23.6,55.6,1032.0,21.3,11.8,0.0,47.8,1019.0,426.4,0.0
18.4,38.0,853.0,-63.9,0.0,3127.0,0.0,0.0,-870.6,15502.0
26.5,61.2,1135.0,69.9,41.4,0.0,100.0,3301.0,1344.8,0.0
32.6,85.6,871.0,-70.3,0.0,4030.0,0.0,0.0,-274.5,3938.0
30.6,74.6,835.0,-84.2,0.0,4489.0,0.0,2523.0,1038.4,0.0
20.3,42.8,1083.0,50.2,28.8,0.0,95.5,298.0,132.5,60.0
26.5,67.0,1013.0,8.4,3.7,595.0,26.7,6449.0,2600.9,0.0
23.1,54.9,911.0,-38.0,0.0,2334.0,0.0,1421.0,584.3,0.0
22.3,47.1,1037.0,25.0,14.3,0.0,55.2,2044.0,830.4,0.0
19.7,47.4,1031.0,24.0,13.1,0.0,51.4,0.0,-652.1,14710.0
27.3,65.0,1094.0,48.1,27.4,0.0,89.7,0.0,-1051.4,23982.0
29.7,73.6,1008.0,3.1,0.3,947.0,18.4,691.0,304.7,0.0
20.7,49.5,988.0,1.2,0.0,760.0,15.5,0.0,-692.2,14605.0
26.7,66.1,976.0,-11.2,0.0,1469.0,0.0,1487.0,620.2,0.0
29.0,73.7,1042.0,20.5,10.8,268.0,46.7,2704.0,1110.8,0.0
32.3,78.8,992.0,-7.7,0.0,1438.0,2.4,381.0,184.6,0.0
23.8,56.7,888.0,-52.7,0.0,2940.0,0.0,3507.0,1421.4,0.0
28.0,70.1,1075.0,37.9,21.2,0.0,73.7,160.0,89.3,722.0
22.3,49.8,984.0,-1.6,0.0,868.0,11.2,0.0,-362.0,8014.0
22.3,50.8,934.0,-26.6,0.0,1759.0,0.0,0.0,-94.7,1631.0
29.5,72.4,861.0,-70.6,0.0,3857.0,0.0,1138.0,484.1,0.0
25.5,60.7,934.0,-28.4,0.0,2097.0,0.0,0.0,10.2,0.0
13.2,24.1,966.0,-1.9,0.0,462.0,11.6,572.0,227.9,0.0
28.1,67.1,1098.0,50.2,29.0,0.0,93.3,2509.0,1025.2,0.0
30.8,77.8,1022.0,7.4,3.5,863.0,26.7,0.0,-876.5,18925.0
23.0,50.4,1039.0,26.9,15.6,0.0,57.1,66.0,40.7,986.0
27.7,68.7,1162.0,81.2,47.5,0.0,100.0,0.0,-665.8,17612.0
27.2,66.9,1082.0,42.4,24.2,0.0,81.2,0.0,-725.8,17207.0
21.2,48.0,1110.0,62.3,36.6,0.0,100.0,1599.0,649.9,0.0
30.0,76.2,903.0,-51.3,0.0,3129.0,0.0,193.0,107.6,0.0
37.1,96.0,953.0,-32.9,0.0,2711.0,0.0,0.0,-1961.1,39244.0
23.6,57.2,1064.0,36.2,20.9,0.0,72.5,0.0,-30.9,2882.0
24.1,59.0,1062.0,35.3,20.0,0.0,69.2,0.0,-515.8,12642.0
19.2,45.0,1032.0,25.3,13.9,0.0,52.3,431.0,180.5,0.0
23.1,49.7,949.0,-19.5,0.0,1570.0,0.0,0.0,-453.7,9061.0
21.9,51.5,940.0,-23.3,0.0,1719.0,0.0,0.0,-426.2,8381.0
30.9,77.0,1010.0,3.0,1.2,991.0,16.5,0.0,-1585.0,32972.0
28.5,66.7,952.0,-24.1,0.0,1940.0,0.0,203.0,104.7,0.0
29.3,69.3,1067.0,33.5,18.7,0.0,68.2,0.0,-473.0,11835.0
26.9,62.7,906.0,-47.0,0.0,2795.0,0.0,454.0,205.3,0.0
13.4,24.1,879.0,-44.6,0.0,2192.0,0.0,0.0,-782.5,14301.0
37.3,96.3,970.0,-24.1,0.0,2357.0,0.0,3687.0,1516.3,0.0
27.6,67.6,961.0,-19.3,0.0,1728.0,0.0,0.0,-2599.9,52189.0
18.4,38.5,986.0,4.4,1.3,475.0,20.9,0.0,-1089.2,22550.0
29.0,71.7,948.0,-26.6,0.0,2134.0,0.0,4913.0,1994.0,0.0
22.8,53.0,974.0,-6.5,0.0,1024.0,3.2,836.0,349.6,0.0
23.8,55.1,1141.0,75.7,44.3,0.0,100.0,179.0,87.9,2129.0
21.1,47.2,1123.0,69.9,40.9,0.0,100.0,0.0,-231.3,8196.0
23.9,60.5,965.0,-12.5,0.0,1409.0,0.0,40.0,33.5,0.0
27.4,68.5,921.0,-38.1,0.0,2546.0,0.0,0.0,-424.8,8024.0
27.2,62.7,1004.0,2.6,0.8,854.0,19.4,0.0,-1217.6,25449.0
29.7,75.2,927.0,-36.6,0.0,2527.0,0.0,613.0,272.8,0.0
20.0,46.9,1095.0,55.7,32.4,0.0,100.0,0.0,-1453.7,32012.0
23.3,56.3,932.0,-30.0,0.0,2095.0,0.0,0.0,-1342.3,26499.0
27.0,64.8,998.0,0.2,0.0,935.0,16.7,0.0,-1425.3,29480.0
25.2,59.0,865.0,-64.6,0.0,3470.0,0.0,0.0,-1336.4,25073.0
20.2,47.7,1114.0,63.8,37.0,0.0,100.0,0.0,-840.3,20123.0
19.3,42.4,1158.0,88.1,51.8,0.0,100.0,0.0,-613.9,16512.0
37.2,91.2,1084.0,35.1,20.0,0.0,68.9,1130.0,495.1,0.0
27.0,66.6,1098.0,51.2,29.3,0.0,95.1,0.0,-2343.8,49911.0
28.3,66.7,1056.0,27.6,15.6,0.0,59.7,3277.0,1333.7,0.0
25.4,59.4,943.0,-25.5,0.0,1908.0,0.0,3390.0,1377.2,0.0
16.4,39.6,935.0,-21.1,0.0,1392.0,0.0,1187.0,480.7,0.0
19.7,45.3,1016.0,17.3,8.8,0.0,41.6,164.0,76.2,0.0
25.6,62.4,1005.0,4.8,3.0,711.0,23.8,2067.0,846.6,0.0
22.8,56.2,926.0,-32.5,0.0,2122.0,0.0,1177.0,486.3,0.0
29.4,74.1,1096.0,48.5,27.3,0.0,88.6,3177.0,1303.6,0.0
25.4,59.4,917.0,-37.5,0.0,2414.0,0.0,0.0,-140.0,2231.0
21.6,47.5,1045.0,31.2,17.1,0.0,60.8,3511.0,1414.0,0.0
31.2,77.3,1106.0,49.1,28.3,0.0,93.2,307.0,157.1,0.0
30.1,74.6,985.0,-9.5,0.0,1466.0,0.0,4254.0,1727.7,0.0
21.9,49.9,1054.0,33.9,19.5,0.0,67.8,389.0,169.6,0.0
26.3,61.4,1048.0,25.5,15.2,0.0,57.2,252.0,121.3,0.0
21.8,52.8,906.0,-42.1,0.0,2403.0,0.0,0.0,-502.1,9208.0
20.3,42.7,938.0,-23.2,0.0,1622.0,0.0,1633.0,660.7,0.0
20.9,52.8,696.0,-144.7,0.0,6579.0,0.0,0.0,-80.6,0.0
21.3,50.9,1017.0,15.0,9.1,101.0,39.2,0.0,-790.2,17149.0
24.4,57.9,1100.0,53.8,31.2,0.0,100.0,3009.0,1223.0,0.0
23.8,55.7,1000.0,5.2,2.0,662.0,21.7,3242.0,1314.6,0.0
26.2,61.3,923.0,-35.4,0.0,2394.0,0.0,1544.0,640.8,0.0
19.1,42.4,1157.0,87.6,51.9,0.0,100.0,1495.0,605.5,0.0
19.8,44.8,966.0,-8.7,0.0,998.0,0.0,0.0,-437.0,9099.0
39.1,105.6,980.0,-20.6,0.0,2307.0,0.0,0.0,-777.4,16207.0
26.0,61.7,968.0,-14.7,0.0,1478.0,0.0,5236.0,2115.5,0.0
21.7,47.6,1031.0,23.2,13.5,0.0,51.6,0.0,-454.4,10694.0
31.1,77.5,948.0,-27.8,0.0,2314.0,0.0,0.0,-498.6,9971.0
20.4,44.3,873.0,-54.2,0.0,2915.0,0.0,0.0,-844.0,15377.0
32.0,82.8,912.0,-48.0,0.0,3114.0,0.0,0.0,-1551.8,30319.0
22.7,52.3,846.0,-70.9,0.0,3658.0,0.0,0.0,-746.4,12881.0
25.5,60.8,1014.0,9.8,4.6,510.0,29.2,0.0,-1913.1,39554.0
24.9,58.3,1096.0,50.4,30.3,0.0,94.3,3307.0,1342.5,0.0
25.8,61.5,1042.0,24.3,12.9,0.0,52.8,225.0,110.3,0.0
24.1,54.1,897.0,-45.8,0.0,2627.0,0.0,0.0,-1022.7,19389.0
15.5,35.3,861.0,-57.0,0.0,2825.0,0.0,0.0,-2.8,0.0
24.9,59.7,976.0,-8.4,0.0,1223.0,1.3,0.0,-244.8,5418.0
19.1,41.4,1099.0,58.6,34.4,0.0,100.0,0.0,-1020.0,23453.0
30.1,71.2,1119.0,58.2,34.2,0.0,100.0,2277.0,937.5,0.0
25.5,62.2,933.0,-30.4,0.0,2092.0,0.0,3135.0,1275.0,0.0
29.0,72.1,1057.0,29.0,16.1,0.0,61.0,1748.0,726.1,0.0
30.7,79.2,1093.0,43.6,24.6,0.0,80.6,0.0,-357.8,9992.0
24.7,60.4,959.0,-17.6,0.0,1572.0,0.0,459.0,202.8,0.0
32.6,83.9,1198.0,94.5,56.4,0.0,100.0,0.0,-881.8,22689.0
24.4,60.5,977.0,-7.5,0.0,1189.0,2.0,331.0,152.4,0.0
17.9,39.0,974.0,-2.4,0.0,669.0,10.0,0.0,-1080.5,22137.0
26.3,64.2,1057.0,31.2,17.8,0.0,62.2,599.0,258.3,0.0
21.5,49.6,893.0,-45.3,0.0,2617.0,0.0,0.0,-3.0,0.0
29.1,73.5,1051.0,26.1,14.9,22.0,55.0,0.0,-47.6,3044.0
24.0,61.8,1254.0,130.4,77.3,0.0,100.0,0.0,-1090.8,27943.0
25.9,64.5,1207.0,106.0,62.1,0.0,100.0,0.0,-1234.3,29936.0
29.5,74.2,759.0,-121.4,0.0,5962.0,0.0,0.0,-359.9,3401.0
26.4,67.7,806.0,-94.7,0.0,4767.0,0.0,1556.0,646.7,0.0
31.6,78.8,1080.0,36.7,21.2,0.0,73.9,0.0,-376.5,10175.0
26.3,62.8,983.0,-7.4,0.0,1178.0,3.0,0.0,-225.6,5159.0
24.2,55.7,975.0,-6.4,0.0,1137.0,2.7,5428.0,2188.3,0.0
21.1,50.5,957.0,-15.6,0.0,1419.0,0.0,0.0,-907.9,18338.0
28.6,67.7,1021.0,12.2,5.7,566.0,31.3,1018.0,435.6,0.0
28.2,70.6,1111.0,54.4,32.0,0.0,100.0,1154.0,490.5,0.0
19.3,44.4,923.0,-30.0,0.0,1866.0,0.0,0.0,-627.5,12036.0
22.5,52.5,980.0,-4.9,0.0,1000.0,6.6,0.0,-3147.9,63568.0
21.3,50.2,916.0,-35.1,0.0,2188.0,0.0,0.0,-812.2,15610.0
27.2,69.4,1025.0,13.1,6.8,456.0,35.9,0.0,-1009.8,21758.0
27.1,66.3,1034.0,18.3,9.8,265.0,42.4,3794.0,1541.9,0.0
25.6,59.0,1052.0,29.3,16.6,0.0,59.5,2049.0,840.9,0.0
16.8,35.6,941.0,-17.4,0.0,1301.0,0.0,915.0,370.2,0.0
22.4,54.2,975.0,-5.8,0.0,1112.0,3.1,3277.0,1326.5,0.0
32.9,84.9,989.0,-9.8,0.0,1612.0,0.0,0.0,-1040.3,21656.0
26.2,64.3,1007.0,5.2,2.0,746.0,21.8,1329.0,554.1,0.0
24.2,58.1,992.0,1.7,0.0,834.0,15.6,662.0,283.3,0.0
23.4,54.7,1048.0,29.4,16.3,0.0,60.7,0.0,-1182.0,25636.0
26.9,62.7,867.0,-64.3,0.0,3454.0,0.0,1266.0,527.9,0.0
30.6,79.3,1121.0,56.6,32.9,0.0,100.0,2300.0,951.9,0.0
22.7,55.2,914.0,-37.2,0.0,2325.0,0.0,0.0,-52.8,351.0
30.0,71.4,994.0,-3.9,0.0,1230.0,8.0,2253.0,929.3,0.0
18.9,45.2,1075.0,47.8,27.4,0.0,88.9,6317.0,2534.7,0.0
23.0,53.4,1075.0,43.9,25.8,0.0,83.2,0.0,-100.8,4621.0
27.9,68.1,1056.0,28.9,15.7,0.0,56.3,0.0,-1745.3,37043.0
32.6,83.5,838.0,-85.7,0.0,4671.0,0.0,2822.0,1165.4,0.0
21.8,50.0,883.0,-51.5,0.0,2849.0,0.0,0.0,-987.5,18532.0
29.0,71.4,1002.0,1.3,0.0,1029.0,14.6,0.0,-380.4,8736.0
21.7,50.2,838.0,-73.9,0.0,3709.0,0.0,4805.0,1935.9,0.0
20.1,43.2,1067.0,42.6,24.5,0.0,82.1,1484.0,602.5,0.0
25.6,64.6,1075.0,40.3,23.3,0.0,78.5,0.0,-2164.6,45822.0
25.7,64.2,992.0,0.2,0.0,923.0,14.8,0.0,-904.2,19039.0
37.8,93.0,993.0,-11.9,0.0,1793.0,0.0,0.0,-49.4,1844.0
25.7,56.6,907.0,-44.6,0.0,2687.0,0.0,0.0,-148.6,2098.0
24.8,57.5,1161.0,85.1,49.3,0.0,100.0,0.0,-1261.5,29501.0
20.8,46.8,846.0,-69.4,0.0,3467.0,0.0,0.0,-1549.5,28937.0
37.8,93.6,1176.0,79.1,46.3,0.0,100.0,0.0,-287.4,10319.0
33.6,87.1,1023.0,6.1,3.1,1010.0,24.8,0.0,-1546.5,32479.0
25.1,60.4,1209.0,106.2,63.1,0.0,100.0,0.0,-337.1,11915.0
26.1,64.3,1013.0,8.3,4.5,604.0,28.8,1318.0,549.6,0.0
34.3,89.7,1035.0,11.1,5.4,841.0,30.4,0.0,-138.8,4490.0
27.1,68.2,1111.0,57.3,33.9,0.0,100.0,2310.0,946.8,0.0
25.8,60.3,886.0,-54.1,0.0,3113.0,0.0,0.0,8.0,0.0
28.0,71.3,921.0,-40.0,0.0,2700.0,0.0,0.0,-700.6,13470.0
18.9,41.1,945.0,-17.8,0.0,1384.0,0.0,2592.0,1046.0,0.0
32.7,82.4,1186.0,89.9,52.8,0.0,100.0,830.0,371.2,0.0
21.5,47.4,1174.0,93.2,55.0,0.0,100.0,0.0,-371.4,11933.0
16.8,29.9,957.0,-9.3,0.0,945.0,0.0,3388.0,1360.1,0.0
20.8,48.4,1131.0,72.5,42.2,0.0,100.0,410.0,173.8,98.0
21.5,48.0,1039.0,25.9,14.4,0.0,54.2,0.0,-1254.0,26953.0
18.6,39.1,1046.0,34.3,19.1,0.0,66.9,1348.0,547.2,0.0
31.3,77.5,763.0,-121.7,0.0,6007.0,0.0,1014.0,439.2,0.0
20.2,47.3,1066.0,41.2,24.4,0.0,82.0,2397.0,968.6,0.0
23.1,53.7,1007.0,8.9,4.9,439.0,29.2,0.0,-1390.1,28984.0
22.1,55.5,988.0,-0.0,0.0,800.0,12.8,0.0,-995.9,20751.0
32.4,81.2,920.0,-44.1,0.0,2907.0,0.0,392.0,189.0,0.0
23.4,54.8,979.0,-5.1,0.0,1028.0,6.1,0.0,-259.0,5810.0
30.8,74.4,955.0,-23.5,0.0,2004.0,0.0,0.0,-1441.0,29028.0
21.8,50.8,901.0,-43.1,0.0,2462.0,0.0,1627.0,662.8,0.0
34.0,84.0,1012.0,1.5,0.0,1187.0,16.4,1444.0,615.2,0.0
19.8,42.7,1055.0,34.7,20.1,0.0,71.5,2089.0,843.4,0.0
13.9,25.3,892.0,-38.4,0.0,2010.0,0.0,0.0,-492.0,8752.0
27.1,69.1,1085.0,43.5,25.3,0.0,84.3,0.0,-320.9,9178.0
21.8,48.3,930.0,-27.4,0.0,1845.0,0.0,227.0,104.5,0.0
32.8,80.0,964.0,-20.3,0.0,2024.0,0.0,0.0,-228.1,4866.0
23.5,59.4,1024.0,16.2,8.2,223.0,39.8,3274.0,1325.9,0.0
29.7,74.1,1034.0,15.5,9.0,385.0,39.1,0.0,-247.8,6666.0
20.0,41.9,977.0,-3.1,0.0,784.0,8.8,3541.0,1425.9,0.0
34.0,84.9,1023.0,7.2,2.5,947.0,25.6,0.0,-1527.6,32048.0
27.0,64.7,1223.0,111.8,65.6,0.0,100.0,0.0,-1713.1,39685.0
20.5,45.8,1028.0,21.8,12.4,0.0,49.7,4253.0,1712.3,0.0
24.3,57.6,1121.0,64.7,37.7,0.0,100.0,0.0,-212.6,7702.0
21.1,48.2,999.0,6.9,2.9,467.0,24.3,784.0,327.4,0.0
30.9,75.5,1190.0,92.8,55.4,0.0,100.0,0.0,-1366.2,32139.0
22.6,55.3,973.0,-8.4,0.0,1164.0,0.0,0.0,-305.7,6606.0
25.1,60.6,977.0,-7.0,0.0,1183.0,1.9,5042.0,2035.5,0.0
23.2,55.3,1008.0,9.0,4.7,469.0,28.2,1606.0,657.1,0.0
22.2,51.1,957.0,-16.2,0.0,1435.0,0.0,765.0,321.3,0.0
15.8,29.3,920.0,-26.2,0.0,1565.0,0.0,4945.0,1979.4,0.0
28.7,70.7,1037.0,19.0,10.4,237.0,45.3,0.0,-160.6,4996.0
23.5,53.8,881.0,-54.9,0.0,3048.0,0.0,0.0,-94.5,544.0
20.5,50.5,916.0,-33.8,0.0,2117.0,0.0,0.0,-1674.7,32847.0
21.6,46.8,928.0,-27.6,0.0,1890.0,0.0,0.0,-790.8,15394.0
27.9,72.9,1073.0,36.4,20.8,0.0,72.6,0.0,-815.8,18851.0
24.5,59.2,974.0,-10.9,0.0,1336.0,0.0,5111.0,2066.4,0.0
23.2,54.7,908.0,-40.5,0.0,2442.0,0.0,0.0,-379.4,6809.0
23.6,54.0,1077.0,44.2,25.6,0.0,84.5,6614.0,2663.2,0.0
26.1,61.5,965.0,-15.2,0.0,1553.0,0.0,0.0,-390.2,8127.0
31.5,80.2,1087.0,41.2,23.7,0.0,80.4,529.0,244.5,0.0
27.8,66.5,908.0,-44.9,0.0,2771.0,0.0,2597.0,1063.0,0.0
27.5,67.0,995.0,-1.2,0.0,1016.0,12.0,0.0,-737.1,15721.0
31.2,78.3,1124.0,59.1,33.8,0.0,100.0,261.0,136.4,768.0
19.9,43.3,927.0,-29.1,0.0,1829.0,0.0,2493.0,1007.3,0.0
19.2,46.0,927.0,-27.6,0.0,1727.0,0.0,3073.0,1236.6,0.0
20.9,47.6,920.0,-32.2,0.0,2053.0,0.0,792.0,329.1,0.0
29.6,71.8,1055.0,26.5,14.6,33.0,55.9,0.0,-371.4,9533.0
20.6,47.4,1026.0,21.4,11.9,0.0,49.0,3069.0,1239.3,0.0
28.0,70.0,972.0,-13.6,0.0,1609.0,0.0,0.0,-66.8,1805.0
21.8,50.3,912.0,-37.0,0.0,2256.0,0.0,0.0,-390.1,7101.0
27.2,66.7,1094.0,48.1,27.2,0.0,91.2,1037.0,441.8,0.0
28.2,72.5,1052.0,25.6,14.5,0.0,53.7,3104.0,1269.3,0.0
25.7,61.4,897.0,-49.9,0.0,2899.0,0.0,4921.0,1989.6,0.0
23.9,54.9,1047.0,27.4,14.9,0.0,58.7,1533.0,630.1,0.0
30.8,80.6,963.0,-21.6,0.0,1989.0,0.0,4178.0,1704.9,0.0
30.9,78.0,1131.0,63.8,37.1,0.0,100.0,0.0,-288.5,9407.0
24.6,55.3,903.0,-44.6,0.0,2656.0,0.0,0.0,-1694.1,32948.0
17.4,37.6,1142.0,81.6,47.8,0.0,100.0,0.0,-76.5,5413.0
24.4,56.9,1037.0,22.2,13.0,0.0,50.7,0.0,-1577.8,33348.0
35.6,88.5,1011.0,-0.3,0.0,1357.0,12.0,2287.0,954.2,0.0
22.8,55.2,1222.0,116.8,68.3,0.0,100.0,0.0,-7.6,5667.0
30.9,76.3,890.0,-57.5,0.0,3452.0,0.0,39.0,47.2,0.0
26.5,61.7,1201.0,103.1,60.7,0.0,100.0,0.0,-1113.8,27342.0
32.3,79.6,1095.0,44.9,26.2,0.0,83.5,0.0,-524.1,13432.0
24.3,60.2,1044.0,24.2,14.2,0.0,55.7,1219.0,507.5,0.0
29.1,70.6,1189.0,94.1,55.8,0.0,100.0,254.0,126.9,2290.0
31.2,79.8,1080.0,36.6,21.1,0.0,74.3,0.0,-682.1,16250.0
32.6,85.0,975.0,-17.7,0.0,1906.0,0.0,0.0,-274.8,5978.0
30.1,74.5,1038.0,17.4,10.2,411.0,40.6,2031.0,843.4,0.0
28.0,66.5,1046.0,23.4,12.3,86.0,49.5,64.0,54.1,880.0
23.9,56.0,1210.0,109.9,64.4,0.0,100.0,0.0,-705.3,19366.0
14.8,27.8,1157.0,92.7,54.7,0.0,100.0,5014.0,2003.7,0.0
21.8,49.4,1226.0,119.4,70.8,0.0,100.0,0.0,-197.4,9531.0
13.1,21.8,984.0,7.4,3.7,73.0,28.0,0.0,-681.7,14359.0
19.0,43.7,936.0,-23.7,0.0,1630.0,0.0,103.0,52.6,0.0
19.4,42.7,922.0,-30.8,0.0,1913.0,0.0,0.0,-817.0,15790.0
16.4,35.2,1025.0,25.2,13.8,0.0,55.2,1461.0,584.9,0.0
22.3,50.8,888.0,-50.2,0.0,2798.0,0.0,126.0,65.8,0.0
22.4,50.4,976.0,-4.2,0.0,970.0,5.1,0.0,-1009.5,20801.0
30.4,76.0,812.0,-95.5,0.0,4940.0,0.0,704.0,312.6,0.0
27.6,66.8,953.0,-23.6,0.0,1967.0,0.0,723.0,316.4,0.0
26.8,67.7,1065.0,33.7,19.3,0.0,67.8,368.0,169.1,0.0
32.5,80.4,999.0,-4.3,0.0,1317.0,6.2,1757.0,737.9,0.0
29.7,74.3,993.0,-5.8,0.0,1336.0,4.5,0.0,-336.0,7617.0
18.8,42.8,877.0,-51.1,0.0,2719.0,0.0,0.0,-688.9,12326.0
19.4,43.4,1062.0,40.7,23.5,0.0,78.5,56.0,29.2,1720.0
24.1,55.9,1037.0,23.8,12.1,0.0,49.6,2807.0,1139.5,0.0
27.3,71.3,1171.0,85.5,50.4,0.0,100.0,1341.0,559.6,0.0
25.8,63.1,878.0,-56.9,0.0,3260.0,0.0,0.0,-668.5,12024.0
27.8,67.5,1103.0,53.1,30.5,0.0,97.1,0.0,-549.0,14081.0
27.6,70.1,912.0,-45.1,0.0,2825.0,0.0,0.0,-147.6,2197.0
27.0,67.7,1053.0,27.2,15.1,0.0,59.4,96.0,61.9,863.0
